tweet_no,word,tag,ner
11774,do,VBP,O
11774,Hawaii,NNP,O
11775,Foals,NNS,O
11775,Spanish,JJ,B-TRACK
11775,Sahara,NNP,L-TRACK
11775,Mount,NNP,O
11775,Kimbie,NNP,O
11775,Remix,NNP,O
11776,Future,JJ,O
11776,WATCH,NNP,B-TRACK
11776,THIS,DT,L-TRACK
11776,See,VBP,O
11776,you,PRP,O
11776,standing,VBG,O
11776,out,RB,O
11776,there,RB,O
11776,watching,VBG,O
11776,Imma,NNP,O
11776,give,VB,O
11776,you,PRP,O
11776,something,NN,O
11776,to,TO,O
11776,look,VB,O
11776,at,IN,O
11777, ,_SP,O
11777,FALCO,NNP,O
11777,Egoist,NNP,U-TRACK
11777,Radio,NNP,O
11777,TEDDY,NNP,O
11777, ,_SP,O
11777,In,IN,O
11777,auf,NNP,O
11777,917,CD,O
11778,MGMT,NNP,O
11778,Kids,NNS,U-TRACK
11779,Pink,JJ,O
11779,Floyd,NNP,O
11779,Shine,NNP,B-TRACK
11779,On,IN,I-TRACK
11779,You,PRP,I-TRACK
11779,Crazy,NNP,I-TRACK
11779,Diamond,NNP,L-TRACK
11779,Part,NNP,O
11779,VIII,NNP,O
11780,Dionne,NNP,O
11780,Warwick,NNP,O
11780,All,PDT,B-TRACK
11780,The,DT,I-TRACK
11780,Love,NN,I-TRACK
11780,In,IN,I-TRACK
11780,The,DT,I-TRACK
11780,World,NN,L-TRACK
11781,Shakira,NNP,O
11781, ,_SP,O
11781,Addicted,NNP,B-TRACK
11781,to,IN,I-TRACK
11781,you,PRP,L-TRACK
11782,Read,VB,B-TRACK
11782,my,PRP$,I-TRACK
11782,mind,NN,L-TRACK
11782, ,_SP,O
11782,the,DT,O
11782,killers,NNS,O
11783, ,_SP,O
11783,Lady,NNP,O
11783,Gaga,NNP,O
11783,The,DT,B-TRACK
11783,Edge,NNP,I-TRACK
11783,Of,IN,I-TRACK
11783,Glory,NNP,L-TRACK
11783,BB,NNP,O
11783,RADIO,NNP,O
11783, ,_SP,O
11783,In,IN,O
11783,auf,NNP,O
11783,1021,CD,O
11784, ,_SP,O
11784,Gabriella,NNP,O
11784,Cilmi,NNP,O
11784,Sweet,NNP,B-TRACK
11784,About,IN,I-TRACK
11784,Me,PRP,L-TRACK
11784,BB,NNP,O
11784,RADIO,NNP,O
11784, ,_SP,O
11784,In,IN,O
11784,auf,NNP,O
11784,1043,CD,O
11785,drive,VB,O
11785,my,PRP$,O
11785,soullights,NNS,O
11786,Dear,JJ,B-TRACK
11786,God,NNP,L-TRACK
11786,Avenged,VBD,O
11786,Sevenfold,NNP,O
11787,Big,JJ,O
11787,Sean,NNP,O
11787, ,_SP,O
11787,Do,VBP,B-TRACK
11787,n't,RB,I-TRACK
11787,Tell,VB,I-TRACK
11787,Me,PRP,I-TRACK
11787,You,PRP,I-TRACK
11787,Love,VBP,I-TRACK
11787,Me,PRP,L-TRACK
11788, ,_SP,O
11788,Kings,NNS,O
11788,Of,IN,O
11788,Leon,NNP,O
11788,Use,NNP,B-TRACK
11788,Somebody,NN,L-TRACK
11789,Mama,NNP,U-TRACK
11789,by,IN,O
11789,Wil,NNP,O
11790,33,CD,O
11790,RT,NNP,O
11790,Rise,NN,O
11790,Against,IN,O
11790, ,_SP,O
11790,Hero,NNP,B-TRACK
11790,of,IN,I-TRACK
11790,war,NN,L-TRACK
11791,Rod,NNP,O
11791,Stewart,NNP,O
11791,This,DT,U-TRACK
11792,Ludacris,NNP,O
11792, ,_SP,O
11792,Get,VB,B-TRACK
11792,Back,RB,L-TRACK
11792,s,PRP,O
11792,persze,JJ,O
11792,hogy,NN,O
11792,tom,NNP,O
11792,cruise,NNP,O
11792,tnca,NNP,O
11792,megy,NN,O
11792,a,DT,O
11792,fejemben,NN,O
11792,kzben,NNP,O
11792,=,NN,O
11792,',VBP,O
11792,D,JJ,O
11793,Differences,NNS,U-TRACK
11793, ,_SP,O
11793,Ginuwine,NNP,O
11794,Green,NNP,B-TRACK
11794,Eyes,NNPS,L-TRACK
11794,Coldplay,NNP,O
11795,Next,RB,U-TRACK
11795, ,_SP,O
11795,The,DT,O
11795,Weeknd,NN,O
11796,En,NNP,O
11796,Vogue,NNP,O
11796,Do,VBP,B-TRACK
11796,n't,RB,I-TRACK
11796,Let,VB,I-TRACK
11796,Go,VB,L-TRACK
11796,Love,VB,O
11797, ,_SP,O
11797,Alphaville,NNP,O
11797,I,PRP,B-TRACK
11797,Die,VBP,I-TRACK
11797,For,IN,I-TRACK
11797,You,PRP,I-TRACK
11797,Today,NN,L-TRACK
11797,BB,NNP,O
11797,RADIO,NNP,O
11797, ,_SP,O
11797,In,IN,O
11797,auf,NNP,O
11797,1043,CD,O
11798, ,_SP,O
11798,Emeli,NNP,O
11798,Sande,NNP,O
11798,Read,NNP,B-TRACK
11798,All,RB,I-TRACK
11798,About,IN,I-TRACK
11798,It,PRP,L-TRACK
11798,Pt,NNP,O
11798,III,NNP,O
11798,BB,NN,O
11798,RADIO,NNP,O
11798, ,_SP,O
11798,In,IN,O
11798,auf,NNP,O
11798,1072,CD,O
11799,Phil,NNP,O
11799,Collins,NNP,O
11799,Philip,NNP,O
11799,Bailey,NNP,O
11799,Easy,NNP,B-TRACK
11799,Lover,NNP,L-TRACK
11800,Frank,NNP,O
11800,Zappa,NNP,O
11800,Stairway,NNP,B-TRACK
11800,To,IN,I-TRACK
11800,Heaven,NNP,L-TRACK
11801, ,_SP,O
11801,Scorpions,NNS,O
11801, ,_SP,O
11801,Believe,NNP,B-TRACK
11801,In,IN,I-TRACK
11801,Love,NNP,L-TRACK
11802, ,_SP,O
11802,Wide,NNP,B-TRACK
11802,Awake,NNP,L-TRACK
11802, ,_SP,O
11802,Katy,NNP,O
11802,Perry,NNP,O
11802,hahahaha,NN,O
11803,What,WP,B-TRACK
11803,A,DT,I-TRACK
11803,Feeling,VBG,L-TRACK
11803,Hardwell,NNP,O
11803,Remix,NNP,O
11803, ,_SP,O
11803,Alex,NNP,O
11803,Gaudino,NNP,O
11803,feat,NN,O
11803,Kelly,NNP,O
11803,Rowland,NNP,O
11804,David,NNP,O
11804,Guetta,NNP,O
11804, ,_SP,O
11804,Titanium,NNP,U-TRACK
11805,Some,DT,B-TRACK
11805,say,VBP,L-TRACK
11805, ,_SP,O
11805,Sum,NNP,O
11805,41,CD,O
11806, ,_SP,O
11806,Rosenstolz,NNP,O
11806,Wir,NNP,B-TRACK
11806,sind,NN,I-TRACK
11806,am,VBP,I-TRACK
11806,Leben,NNP,L-TRACK
11807,Tak,NN,O
11807,bosan,NNP,O
11807,bosan,NNP,O
11807,kuping,VBG,O
11807,ni,NNP,O
11807,dengar,NN,O
11807,lagu,NNP,O
11807,ni,NNP,O
11807,drtadi,NNP,O
11807,Whitney,NNP,O
11807,One,CD,B-TRACK
11807,moment,NN,I-TRACK
11807,in,IN,I-TRACK
11807,Time,NN,L-TRACK
11808,beautiful,JJ,B-TRACK
11808,love,NN,L-TRACK
11808,The,DT,O
11808,afters,NNS,O
11809,Kelly,NNP,O
11809,Price,NNP,O
11809, ,_SP,O
11809,As,IN,B-TRACK
11809,We,PRP,I-TRACK
11809,Lay,VBP,L-TRACK
11810,Paramore,NNP,O
11810, ,_SP,O
11810,in,IN,B-TRACK
11810,the,DT,I-TRACK
11810,mourning,NN,L-TRACK
11810,Pink,NNP,O
11810,&,CC,O
11810,happy,JJ,O
11810,feet,NNS,O
11810,two,CD,O
11810,chorus,NN,O
11810, ,_SP,O
11810,bridge,NN,O
11810,of,IN,O
11810,light,NN,O
11811,George,NNP,O
11811,Michael,NNP,O
11811,Mary,NNP,O
11811,J,NNP,O
11811,Blige,NNP,O
11811,As,IN,U-TRACK
11812,hehe,UH,O
11812,iya,NNP,O
11812,kakRT,NNP,O
11812,Setujuuuuu,NNP,O
11812,RT,NNP,O
11812,rihanna,NNP,O
11812, ,_SP,O
11812,california,NNP,B-TRACK
11812,king,NNP,I-TRACK
11812,bed,NNP,L-TRACK
11812,gakbosen,NNP,O
11813,Keane,NNP,O
11813, ,_SP,O
11813,This,DT,B-TRACK
11813,Is,VBZ,I-TRACK
11813,The,DT,I-TRACK
11813,Last,JJ,I-TRACK
11813,Time,NN,L-TRACK
11814,Stone,NNP,B-TRACK
11814,Cold,NNP,I-TRACK
11814,Crazy,NNP,L-TRACK
11814,Queen,NNP,O
11815,Bilhete,NNP,U-TRACK
11815, ,_SP,O
11815,Ivan,NNP,O
11815,Lins,NNPS,O
11816,Wil,NNP,O
11816,Malone,NNP,O
11816,Death,NNP,B-TRACK
11816,Line,NNP,L-TRACK
11816, ,_SP,O
11816,Main,NNP,O
11816,Theme,NN,O
11817,Yeah,UH,U-TRACK
11817,Usher,JJ,O
11818,Time,NN,B-TRACK
11818,is,VBZ,I-TRACK
11818,running,VBG,I-TRACK
11818,out,RB,L-TRACK
11819, ,_SP,O
11819,Tim,NNP,O
11819,Bendzko,NNP,O
11819,Nur,NNP,B-TRACK
11819,noch,NNP,I-TRACK
11819,kurz,NNP,I-TRACK
11819,die,NNP,I-TRACK
11819,Welt,NNP,I-TRACK
11819,retten,NN,L-TRACK
11819,Radio,NNP,O
11819,TEDDY,NNP,O
11819, ,_SP,O
11819,In,IN,O
11819,auf,NNP,O
11819,1029,CD,O
11820,Ganti,JJ,O
11820,deh,NN,O
11820,Faxing,VBG,B-TRACK
11820,Berlin,NNP,L-TRACK
11820,by,IN,O
11820,deadmau5,NNP,O
11821, ,_SP,O
11821,Unheilig,NNP,O
11821,Geboren,NNP,B-TRACK
11821,um,UH,I-TRACK
11821,zu,NNP,I-TRACK
11821,Leben,NNP,L-TRACK
11821,Radio,NNP,O
11821,TEDDY,NNP,O
11821, ,_SP,O
11821,In,IN,O
11821,auf,NNP,O
11821,917,CD,O
11822,With,IN,O
11822,Blood,NN,O
11822,Comes,VBZ,O
11822,Cleansing,VBG,O
11822, ,_SP,O
11822,Abaddon,NNP,B-TRACK
11822,'s,POS,I-TRACK
11822,Horde,NNP,L-TRACK
11823,Kiss,VB,B-TRACK
11823,me,PRP,L-TRACK
11823,by,IN,O
11823,YUI,NNP,O
11823,Z08,NNP,O
11824,Kahitna,NNP,O
11824, ,_SP,O
11824,Soulmate,NNP,U-TRACK
11824,w,NNP,O
11824,&,CC,O
11825,Edwyn,NNP,O
11825,Collins,NNP,O
11825,A,DT,B-TRACK
11825,Girl,NNP,I-TRACK
11825,Like,IN,I-TRACK
11825,You,PRP,L-TRACK
11826,Dreaming,VBG,B-TRACK
11826,of,IN,I-TRACK
11826,you,PRP,L-TRACK
11826,Selena,NNP,O
11827, ,_SP,O
11827,Katy,NNP,O
11827,Perry,NNP,O
11827,Part,NNP,B-TRACK
11827,Of,IN,I-TRACK
11827,Me,PRP,L-TRACK
11828,Natural,NNP,B-TRACK
11828,Harmony,NNP,L-TRACK
11828,The,DT,O
11828,Byrds,NNS,O
11829,linkin,NN,O
11829,park,NN,O
11829, ,_SP,O
11829,in,IN,B-TRACK
11829,my,PRP$,I-TRACK
11829,remains,NNS,L-TRACK
11830,Adele,NNP,O
11830, ,_SP,O
11830,make,VBP,B-TRACK
11830,you,PRP,I-TRACK
11830,feel,VB,I-TRACK
11830,my,PRP$,I-TRACK
11830,love,NN,L-TRACK
11831,Trey,NNP,O
11831,Songz,NNP,O
11831, ,_SP,O
11831,Say,NNP,B-TRACK
11831,Aah,NNP,L-TRACK
11832, ,_SP,O
11832,Linkin,NNP,O
11832,Park,NNP,O
11832,New,NNP,B-TRACK
11832,Divide,NNP,L-TRACK
11832,BB,NNP,O
11832,RADIO,NNP,O
11832, ,_SP,O
11832,In,IN,O
11832,auf,NNP,O
11832,1072,CD,O
11833,Total,JJ,O
11833,Science,NNP,O
11833,Melody,NNP,B-TRACK
11833,Snow,NNP,L-TRACK
11834, ,_SP,O
11834,Medina,NNP,O
11834,Lonely,NNP,U-TRACK
11834,BB,NNP,O
11834,RADIO,NNP,O
11834, ,_SP,O
11834,Besuche,NNP,O
11834,uns,VBZ,O
11834,auf,NNP,O
11835,Stay,VB,U-TRACK
11835, ,_SP,O
11835,Miley,NNP,O
11835,Cyrus,NNP,O
11835,',``,O
11835,D,NN,O
11836,Forever,RB,U-TRACK
11836,Chris,NNP,O
11836,Brown,NNP,O
11837, ,_SP,O
11837,Loreen,NNP,O
11837,Euphoria,NNP,U-TRACK
11838,Tom,NNP,O
11838,Jones,NNP,O
11838,It,PRP,O
11838,Looks,VBZ,O
11838,Like,IN,O
11838,I,PRP,B-TRACK
11838,'ll,MD,I-TRACK
11838,Never,RB,I-TRACK
11838,Fall,VB,I-TRACK
11838,In,IN,I-TRACK
11838,Love,NNP,I-TRACK
11838,Again,RB,L-TRACK
11839,drake,NNP,O
11839,lord,NNP,B-TRACK
11839,knows,VBZ,L-TRACK
11840,fix,VB,B-TRACK
11840,you,PRP,L-TRACK
11840,Coldplay,VBP,O
11841,Cachorro,NNP,O
11841,Grande,NNP,O
11841, ,_SP,O
11841,Sexperienced,NNP,U-TRACK
11842,One,CD,B-TRACK
11842,Thing,NN,L-TRACK
11842,One,CD,O
11842,Direction,NN,O
11843,Wale,NNP,O
11843,Focused,VBD,U-TRACK
11843,my,PRP$,O
11843,shizznit,NN,O
11844, ,_SP,O
11844,Loreen,NNP,O
11844,Euphoria,NNP,U-TRACK
11844,BB,NN,O
11844,RADIO,NNP,O
11844, ,_SP,O
11844,In,IN,O
11844,auf,NNP,O
11844,1021,CD,O
11845,Jessie,NNP,O
11845,J,NNP,O
11845, ,_SP,O
11845,Domino,NNP,U-TRACK
11846,Cancer,NN,U-TRACK
11846,by,IN,O
11846,My,PRP$,O
11846,Chemical,NNP,O
11846,Romance,NNP,O
11846,on,IN,O
11847,Vanessa,NNP,O
11847,Carlton,NNP,O
11847, ,_SP,O
11847,A,NNP,B-TRACK
11847,Thousand,CD,I-TRACK
11847,Miles,NNPS,L-TRACK
11848, ,_SP,O
11848,Manu,NNP,O
11848,Gavassi,NNP,O
11848, ,_SP,O
11848,Planos,NNP,O
11848,Impossveis,NNP,O
11849,Memphis,NNP,O
11849,May,NNP,O
11849,Fire,NNP,O
11849, ,_SP,O
11849,The,DT,B-TRACK
11849,Sinner,NNP,L-TRACK
11850, ,_SP,O
11850,Train,NNP,O
11850,Drive,NNP,B-TRACK
11850,By,IN,L-TRACK
11850,Radio,NNP,O
11850,TEDDY,NNP,O
11850, ,_SP,O
11850,In,IN,O
11850,auf,NNP,O
11850,917,CD,O
11851,Beyonce,NNP,O
11851, ,_SP,O
11851,Start,NNP,B-TRACK
11851,Over,RP,L-TRACK
11852, ,_SP,O
11852,No,DT,B-TRACK
11852,Bullshit,NNP,L-TRACK
11852,Chris,NNP,O
11852,Brown,NNP,O
11853, ,_SP,O
11853,The,DT,O
11853,Black,NNP,O
11853,Eyed,NNP,O
11853,Peas,NNPS,O
11853,Shut,VBD,B-TRACK
11853,Up,RP,L-TRACK
11853,BB,NNP,O
11853,RADIO,NNP,O
11853, ,_SP,O
11853,Besuche,NNP,O
11853,uns,VBZ,O
11853,auf,NNP,O
11854,Drake,NN,O
11854, ,_SP,O
11854,Lord,NNP,B-TRACK
11854,knows,VBZ,L-TRACK
11855, ,_SP,O
11855,PHILIPP,JJ,O
11855,POISEL,NNP,O
11855,Eiserner,NNP,B-TRACK
11855,steg,NN,L-TRACK
11855,klavier,NN,O
11855,version,NN,O
11855,Radio,NNP,O
11855,TEDDY,NNP,O
11855, ,_SP,O
11855,In,IN,O
11855,auf,NNP,O
11855,917,CD,O
11856, ,_SP,O
11856,Sunrise,NNP,O
11856,Avenue,NNP,O
11856,Hollywood,NNP,B-TRACK
11856,Hills,NNP,L-TRACK
11856,BB,NNP,O
11856,RADIO,NNP,O
11856, ,_SP,O
11856,In,IN,O
11856,auf,NNP,O
11856,954,CD,O
11857,the,DT,O
11857,beatles,NNS,O
11857, ,_SP,O
11857,I,PRP,B-TRACK
11857,am,VBP,I-TRACK
11857,the,DT,I-TRACK
11857,walrus,NN,L-TRACK
11858,No,UH,B-TRACK
11858,Me,PRP,I-TRACK
11858,Importa,NNP,L-TRACK
11858,Cathy,NNP,O
11858,Claret,NNP,O
11858,Latin,NNP,O
11858,Worldwide,NNP,O
11858,La,NNP,O
11858,Chica,NNP,O
11858,Viento,NNP,O
11859,bittersweet,VB,U-TRACK
11859, ,_SP,O
11859,amy,JJ,O
11859,diamond,NN,O
11860,Cobra,NNP,O
11860,Starship,NNP,O
11860,ft,NNP,O
11860,Sabi,NNP,O
11860,',``,O
11860,You,PRP,B-TRACK
11860,make,VBP,I-TRACK
11860,me,PRP,I-TRACK
11860,feel,VB,L-TRACK
11860,','',O
11861, ,_SP,O
11861,Good,JJ,B-TRACK
11861,evening,NN,L-TRACK
11861,Mac,NNP,O
11861,miller,NN,O
11862,kendrick,NNP,O
11862,lamar,NNP,O
11862, ,_SP,O
11862,the,DT,B-TRACK
11862,spiteful,JJ,I-TRACK
11862,chant,NN,L-TRACK
11863,The,DT,O
11863,Beatles,NNS,O
11863, ,_SP,O
11863,Love,VBP,B-TRACK
11863,Me,PRP,I-TRACK
11863,Do,VBP,L-TRACK
11864, ,_SP,O
11864,Gossip,NNP,O
11864,Move,NNP,B-TRACK
11864,In,IN,I-TRACK
11864,The,DT,I-TRACK
11864,Right,NNP,I-TRACK
11864,Direction,NNP,L-TRACK
11864,BB,NN,O
11864,RADIO,NNP,O
11865,Psychedelic,NNP,O
11865,Furs,NNP,O
11865,Pretty,NNP,B-TRACK
11865,In,IN,I-TRACK
11865,Pink,JJ,L-TRACK
11866,No,DT,B-TRACK
11866,idea,NN,L-TRACK
11866, ,_SP,O
11866,All,DT,O
11866,Time,NNP,O
11866,Low,NNP,O
11867,Your,PRP$,B-TRACK
11867,Love,NNP,L-TRACK
11867, ,_SP,O
11867,Nicki,NNP,O
11867,Minaj,NNP,O
11868,RT,NNP,O
11868,Tune,NNP,O
11868,RT,NNP,O
11868,Wiredu,NNP,O
11868,_,NNP,O
11868,Boundless,NNP,O
11868,love,NN,O
11868,Boundless,NNP,B-TRACK
11868,Love,NNP,L-TRACK
11868,Women,NNPS,O
11868,Of,IN,O
11868,Faith,NNP,O
11869, ,_SP,O
11869,MAROON,NNP,O
11869,5,CD,O
11869,TICKETS,NNS,U-TRACK
11870,Avenged,VBN,O
11870,Sevenfold,NNP,O
11870, ,_SP,O
11870,Afterlife,NNP,U-TRACK
11870,Music,NNP,O
11870,Video,NNP,O
11871, ,_SP,O
11871,Bakkushan,NNP,O
11871,Nur,NNP,B-TRACK
11871,die,VB,I-TRACK
11871,Nacht,NNP,L-TRACK
11871,Radio,NNP,O
11871,TEDDY,NNP,O
11871, ,_SP,O
11871,In,IN,O
11871,auf,NNP,O
11871,902,CD,O
11872,peterpan,NNP,O
11872, ,_SP,O
11872,semua,NNP,B-TRACK
11872,tentang,NNP,I-TRACK
11872,kita,NNP,L-TRACK
11873, ,_SP,O
11873,Lady,NNP,O
11873,Gaga,NNP,O
11873,feat,NN,O
11873,Beyonc,NNP,O
11873,Telephone,NNP,U-TRACK
11873,BB,NN,O
11873,RADIO,NNP,O
11873, ,_SP,O
11873,In,IN,O
11873,auf,NNP,O
11873,1043,CD,O
11874, ,_SP,O
11874,Tim,NNP,O
11874,Bendzko,NNP,O
11874,Nur,NNP,B-TRACK
11874,noch,NNP,I-TRACK
11874,kurz,NNP,I-TRACK
11874,die,NNP,I-TRACK
11874,Welt,NNP,I-TRACK
11874,retten,NN,L-TRACK
11874,Radio,NNP,O
11874,TEDDY,NNP,O
11874, ,_SP,O
11874,In,IN,O
11874,auf,NNP,O
11874,917,CD,O
11875,Fall,VB,O
11875,Out,RP,O
11875,Boy,UH,O
11875,Our,PRP$,B-TRACK
11875,Lawyer,NNP,I-TRACK
11875,Made,VBD,I-TRACK
11875,Us,PRP,I-TRACK
11875,Change,VB,I-TRACK
11875,The,DT,I-TRACK
11875,Name,NN,I-TRACK
11875,Of,IN,I-TRACK
11875,This,DT,I-TRACK
11875,Song,NNP,I-TRACK
11875,So,RB,I-TRACK
11875,We,PRP,I-TRACK
11875,Would,MD,I-TRACK
11875,n't,RB,I-TRACK
11875,Get,VB,I-TRACK
11875,Sued,VBN,L-TRACK
11876,The,DT,O
11876,Beatles,NNS,O
11876,Lucy,NNP,B-TRACK
11876,In,IN,I-TRACK
11876,The,DT,I-TRACK
11876,Sky,NNP,I-TRACK
11876,With,IN,I-TRACK
11876,Diamonds,NNS,L-TRACK
11877, ,_SP,O
11877,Gage,NNP,O
11877, ,_SP,O
11877,Pense,NNP,O
11877,moi,NNP,O
11877,l'ancienne,NNP,O
11877,mais,NNP,O
11877,bon,NN,O
11878,Taken,VBN,U-TRACK
11878, ,_SP,O
11878,One,CD,O
11878,Direction,NN,O
11879,2pac,CC,O
11879, ,_SP,O
11879,So,RB,B-TRACK
11879,Many,JJ,I-TRACK
11879,Tears,NNS,L-TRACK
11880, ,_SP,O
11880,Taio,NNP,O
11880,Cruz,NNP,O
11880,Hangover,NNP,U-TRACK
11881,hello,UH,O
11881,MrR,VB,O
11881, ,_SP,O
11881,deep,JJ,U-TRACK
11881,water,NN,O
11881,listen,VBP,O
11881,now,RB,O
11882,Housemartins,NNP,O
11882,Happy,NNP,B-TRACK
11882,Hour,NNP,L-TRACK
11883, ,_SP,O
11883,Roman,JJ,O
11883,Lob,NNP,O
11883,Standing,NNP,B-TRACK
11883,Still,NNP,L-TRACK
11883,Radio,NNP,O
11883,TEDDY,NNP,O
11883, ,_SP,O
11883,In,IN,O
11883,auf,NNP,O
11883,902,CD,O
11884,she,PRP,B-TRACK
11884,knows,VBZ,L-TRACK
11884,the,DT,O
11884,internet,NN,O
11885,justin,NNP,O
11885,bieber,NNP,O
11885,where,WRB,B-TRACK
11885,are,VBP,I-TRACK
11885,you,PRP,I-TRACK
11885,now,RB,L-TRACK
11886, ,_SP,O
11886,Amy,NNP,O
11886,MacDonald,NNP,O
11886,Slow,NNP,B-TRACK
11886,It,PRP,I-TRACK
11886,Down,IN,L-TRACK
11886,BB,NNP,O
11886,RADIO,NNP,O
11886, ,_SP,O
11886,In,IN,O
11886,auf,NNP,O
11886,1037,CD,O
11887, ,_SP,O
11887,Glasperlenspiel,NNP,O
11887,Ich,NNP,B-TRACK
11887,bin,NNP,I-TRACK
11887,ich,NNP,L-TRACK
11887,Radio,NNP,O
11887,TEDDY,NNP,O
11887, ,_SP,O
11887,In,IN,O
11887,auf,NNP,O
11887,878,CD,O
11888, ,_SP,O
11888,The,DT,O
11888,Overtones,NNP,O
11888,Gambling,NNP,B-TRACK
11888,Man,NNP,L-TRACK
11888,Radio,NNP,O
11888,TEDDY,NNP,O
11888, ,_SP,O
11888,In,IN,O
11888,auf,NNP,O
11888,1029,CD,O
11889,Rod,NNP,O
11889,Stewart,NNP,O
11889,Time,NNP,B-TRACK
11889,After,IN,I-TRACK
11889,Time,NNP,L-TRACK
11890, ,_SP,O
11890,Katy,NNP,O
11890,Perry,NNP,O
11890,I,PRP,B-TRACK
11890,Kissed,VBD,I-TRACK
11890,A,DT,I-TRACK
11890,Girl,NN,L-TRACK
11891, ,_SP,O
11891,One,CD,O
11891,Direction,NNP,O
11891, ,_SP,O
11891,moments,NNS,U-TRACK
11892,3,CD,U-TRACK
11892, ,_SP,O
11892,Britney,NNP,O
11892,Spears,NNPS,O
11893,Girl,NN,B-TRACK
11893,Gone,VBN,I-TRACK
11893,Wild,NNP,L-TRACK
11893,by,IN,O
11893,Madonna,NNP,O
11894,Bullet,NN,O
11894,For,IN,O
11894,My,PRP$,O
11894,Valentine,NNP,O
11894, ,_SP,O
11894,All,PDT,B-TRACK
11894,These,DT,I-TRACK
11894,Things,NNS,I-TRACK
11894,I,PRP,I-TRACK
11894,Hate,VBP,L-TRACK
11895, ,_SP,O
11895,Daryl,NNP,O
11895,Hall,NNP,O
11895,&,CC,O
11895,John,NNP,O
11895,Oates,NNP,O
11895,Jingle,NNP,B-TRACK
11895,Bell,NNP,I-TRACK
11895,Rock,NNP,L-TRACK
11896,So,RB,B-TRACK
11896,What,WP,L-TRACK
11896, ,_SP,O
11896,Candy,NNP,O
11896,Dulfer,NNP,O
11896,130,CD,O
11896,M,NN,O
11897, ,_SP,O
11897,Jason,NNP,O
11897,Derulo,NNP,O
11897,Breathing,NNP,U-TRACK
11898,Island,NN,B-TRACK
11898,in,IN,I-TRACK
11898,the,DT,I-TRACK
11898,sun,NN,L-TRACK
11898, ,_SP,O
11898,weezer,NN,O
11899,Deep,NNP,O
11899,Purple,NNP,O
11899, ,_SP,O
11899,Black,NNP,B-TRACK
11899,Night,NNP,L-TRACK
11900,Monica,NNP,O
11900, ,_SP,O
11900,Until,IN,B-TRACK
11900,It,PRP,I-TRACK
11900,'s,VBZ,I-TRACK
11900,Gone,VBN,L-TRACK
11901,Incondicional,JJ,U-TRACK
11901, ,_SP,O
11901,Oficina,NNP,O
11901,G3,NN,O
11902,Tyler,NNP,O
11902,The,DT,O
11902,Creator,NNP,O
11902, ,_SP,O
11902,Parade,NNP,U-TRACK
11903, ,_SP,O
11903,Olly,NNP,O
11903,Murs,NNPS,O
11903,Heart,NNP,B-TRACK
11903,Skips,NNPS,I-TRACK
11903,A,DT,I-TRACK
11903,Beat,NNP,L-TRACK
11903,Radio,NNP,O
11903,TEDDY,NNP,O
11903, ,_SP,O
11903,In,IN,O
11903,auf,NNP,O
11903,878,CD,O
11904, ,_SP,O
11904,Marquess,NNP,O
11904,Vayamos,NNP,B-TRACK
11904,Companeros,NNP,L-TRACK
11904,plays,VBZ,O
11904,the,DT,O
11905,Eugene,NNP,O
11905,Mcguinness,NNP,O
11905,Lion,NNP,U-TRACK
11906,That,DT,B-TRACK
11906,Way,NNP,L-TRACK
11906, ,_SP,O
11906,Wale,NNP,O
11906,ft,NNP,O
11906,Jeremih&Rick,NNP,O
11906,Ross,NNP,O
11906,bayyy,VBP,O
11906,the,DT,O
11906,radio,NN,O
11906,playing,VBG,O
11906,our,PRP$,O
11906,song,NN,O
11907,Slowly,RB,O
11907,making,VBG,O
11907,my,PRP$,O
11907,way,NN,O
11907,through,IN,O
11907,my,PRP$,O
11907,iTunes,NNP,O
11907,library,NN,O
11907,Down,NNP,U-TRACK
11907,Jason,NNP,O
11907,Walker,NNP,O
11908,Kanye,NNP,O
11908,West,NNP,O
11908, ,_SP,O
11908,Slow,NNP,B-TRACK
11908,Jamz,NNP,L-TRACK
11909,My,PRP$,O
11909,iPhone,NNP,O
11909,is,VBZ,O
11909,obsessed,VBN,O
11909,with,IN,O
11909,2001,CD,O
11909,this,DT,O
11909,morning,NN,O
11909,Anastacia,NNP,O
11909, ,_SP,O
11909,I,PRP,B-TRACK
11909,'m,VBP,I-TRACK
11909,Outta,NNP,I-TRACK
11909,Love,NNP,L-TRACK
11910,Friends,NNP,O
11910,Friend,NNP,B-TRACK
11910,Crush,NNP,L-TRACK
11911, ,_SP,O
11911,The,DT,O
11911,BossHoss,NNP,O
11911,Do,VBP,B-TRACK
11911,n't,RB,I-TRACK
11911,Gimme,NNP,I-TRACK
11911,That,DT,L-TRACK
11911,BB,NNP,O
11911,RADIO,NNP,O
11911, ,_SP,O
11911,In,IN,O
11911,auf,NNP,O
11911,1043,CD,O
11912,Breathe,VB,B-TRACK
11912,Me,PRP,L-TRACK
11912, ,_SP,O
11912,Sia,NNP,O
11913,Awake,NNP,U-TRACK
11913, ,_SP,O
11913,Godsmack,NNP,O
11914,Passion,NNP,O
11914,Pit,NNP,O
11914,Take,VB,B-TRACK
11914,A,DT,I-TRACK
11914,Walk,NN,L-TRACK
11915,Ola,NNP,O
11915, ,_SP,O
11915,I,PRP,B-TRACK
11915,'m,VBP,I-TRACK
11915,in,IN,I-TRACK
